,id_orig,dest_type,mode,duration,population,city
555,7011668,police_station,walking,2427.6,99,hamilton
554,7011668,library,cycling,807.6,99,hamilton
553,7011668,primary_school,cycling,291.7,99,hamilton
549,7011668,supermarket,walking,1021.9,99,hamilton
550,7011668,downtown,cycling,1391.5,99,hamilton
548,7011668,clinic,cycling,884.8,99,hamilton
547,7011668,hospital,cycling,1827.6,99,hamilton
546,7011668,fire_station,walking,3216.1,99,hamilton
545,7011668,library,walking,2286.8,99,hamilton
544,7011668,police_station,cycling,917.3,99,hamilton
552,7011668,hospital,walking,4977.4,99,hamilton
571,7011669,library,cycling,741.3,138,hamilton
570,7011669,hospital,walking,4986.6,138,hamilton
572,7011669,primary_school,cycling,332.2,138,hamilton
569,7011669,supermarket,cycling,310.0,138,hamilton
574,7011669,fire_station,cycling,1090.9,138,hamilton
575,7011669,police_station,cycling,851.0,138,hamilton
573,7011669,downtown,walking,3908.1,138,hamilton
568,7011669,clinic,cycling,818.5,138,hamilton
567,7011669,library,walking,2090.5,138,hamilton
566,7011669,police_station,walking,2231.3,138,hamilton
565,7011669,downtown,cycling,1383.6,138,hamilton
564,7011669,fire_station,walking,3339.8,138,hamilton
563,7011669,primary_school,walking,901.4,138,hamilton
562,7011669,supermarket,walking,825.6,138,hamilton
561,7011669,clinic,walking,2288.8,138,hamilton
560,7011669,hospital,cycling,1798.3,138,hamilton
591,7011670,supermarket,cycling,414.5,105,hamilton
590,7011670,downtown,walking,4154.5,105,hamilton
589,7011670,fire_station,cycling,1267.7,105,hamilton
588,7011670,police_station,walking,2225.7,105,hamilton
587,7011670,hospital,cycling,1796.5,105,hamilton
586,7011670,library,cycling,739.5,105,hamilton
585,7011670,fire_station,walking,3783.8,105,hamilton
584,7011670,supermarket,walking,1088.9,105,hamilton
582,7011670,downtown,cycling,1466.1,105,hamilton
581,7011670,primary_school,cycling,509.0,105,hamilton
580,7011670,hospital,walking,5079.1,105,hamilton
579,7011670,primary_school,walking,1373.0,105,hamilton
578,7011670,clinic,walking,2283.2,105,hamilton
577,7011670,clinic,cycling,816.7,105,hamilton
576,7011670,police_station,cycling,849.2,105,hamilton
583,7011670,library,walking,2084.9,105,hamilton
601,7011671,library,cycling,620.2,102,hamilton
607,7011671,library,walking,1760.4,102,hamilton
606,7011671,primary_school,walking,1227.5,102,hamilton
605,7011671,downtown,cycling,1326.6,102,hamilton
604,7011671,hospital,cycling,1677.2,102,hamilton
603,7011671,clinic,walking,1958.7,102,hamilton
602,7011671,supermarket,walking,676.7,102,hamilton
600,7011671,hospital,walking,4754.6,102,hamilton
599,7011671,primary_school,cycling,445.7,102,hamilton
598,7011671,supermarket,cycling,253.0,102,hamilton
597,7011671,clinic,cycling,697.4,102,hamilton
596,7011671,fire_station,cycling,1188.4,102,hamilton
595,7011671,police_station,walking,1901.2,102,hamilton
594,7011671,police_station,cycling,729.9,102,hamilton
593,7011671,downtown,walking,3759.2,102,hamilton
592,7011671,fire_station,walking,3638.3,102,hamilton
623,7011672,library,walking,1849.6,102,hamilton
622,7011672,clinic,walking,2047.9,102,hamilton
621,7011672,supermarket,cycling,335.5,102,hamilton
620,7011672,fire_station,cycling,1187.9,102,hamilton
619,7011672,police_station,walking,1990.4,102,hamilton
618,7011672,supermarket,walking,853.6,102,hamilton
617,7011672,primary_school,walking,1190.6,102,hamilton
616,7011672,fire_station,walking,3601.4,102,hamilton
615,7011672,police_station,cycling,770.2,102,hamilton
614,7011672,downtown,cycling,1387.1,102,hamilton
613,7011672,hospital,cycling,1717.5,102,hamilton
612,7011672,downtown,walking,3919.2,102,hamilton
611,7011672,primary_school,cycling,429.2,102,hamilton
610,7011672,library,cycling,660.5,102,hamilton
609,7011672,hospital,walking,4843.8,102,hamilton
608,7011672,clinic,cycling,737.7,102,hamilton
639,7011673,hospital,cycling,1821.6,180,hamilton
638,7011673,hospital,walking,4979.7,180,hamilton
637,7011673,fire_station,cycling,1044.4,180,hamilton
636,7011673,downtown,cycling,1385.5,180,hamilton
635,7011673,primary_school,walking,780.0,180,hamilton
634,7011673,supermarket,walking,923.4,180,hamilton
633,7011673,library,walking,2188.3,180,hamilton
632,7011673,clinic,cycling,851.8,180,hamilton
631,7011673,supermarket,cycling,343.3,180,hamilton
630,7011673,clinic,walking,2386.6,180,hamilton
629,7011673,library,cycling,774.6,180,hamilton
628,7011673,police_station,cycling,884.3,180,hamilton
627,7011673,police_station,walking,2329.1,180,hamilton
626,7011673,fire_station,walking,3218.4,180,hamilton
625,7011673,primary_school,cycling,285.7,180,hamilton
624,7011673,downtown,walking,3901.2,180,hamilton
655,7011674,downtown,cycling,1635.0,168,hamilton
654,7011674,hospital,walking,5700.0,168,hamilton
653,7011674,police_station,cycling,1115.4,168,hamilton
652,7011674,clinic,cycling,1082.9,168,hamilton
651,7011674,police_station,walking,3007.0,168,hamilton
650,7011674,supermarket,cycling,673.5,168,hamilton
649,7011674,downtown,walking,4621.5,168,hamilton
648,7011674,supermarket,walking,1815.7,168,hamilton
647,7011674,primary_school,walking,982.5,168,hamilton
646,7011674,library,cycling,1005.7,168,hamilton
645,7011674,fire_station,walking,3233.8,168,hamilton
644,7011674,primary_school,cycling,348.4,168,hamilton
643,7011674,clinic,walking,3064.5,168,hamilton
642,7011674,library,walking,2866.2,168,hamilton
641,7011674,hospital,cycling,2062.7,168,hamilton
640,7011674,fire_station,cycling,1037.9,168,hamilton
671,7011675,clinic,cycling,1001.9,264,hamilton
670,7011675,fire_station,walking,3337.0,264,hamilton
669,7011675,library,walking,2655.1,264,hamilton
668,7011675,downtown,walking,4130.8,264,hamilton
667,7011675,police_station,cycling,1034.4,264,hamilton
666,7011675,supermarket,cycling,490.5,264,hamilton
665,7011675,downtown,cycling,1470.6,264,hamilton
664,7011675,hospital,walking,5209.3,264,hamilton
663,7011675,hospital,cycling,1906.7,264,hamilton
662,7011675,library,cycling,924.7,264,hamilton
661,7011675,police_station,walking,2795.9,264,hamilton
660,7011675,fire_station,cycling,1103.3,264,hamilton
659,7011675,primary_school,walking,815.8,264,hamilton
658,7011675,clinic,walking,2853.4,264,hamilton
657,7011675,primary_school,cycling,305.9,264,hamilton
656,7011675,supermarket,walking,1325.0,264,hamilton
687,7011676,clinic,cycling,965.7,156,hamilton
686,7011676,fire_station,cycling,1179.5,156,hamilton
685,7011676,fire_station,walking,3536.2,156,hamilton
684,7011676,library,walking,2537.7,156,hamilton
683,7011676,primary_school,cycling,382.1,156,hamilton
682,7011676,clinic,walking,2736.0,156,hamilton
681,7011676,downtown,cycling,1546.8,156,hamilton
680,7011676,hospital,cycling,1945.5,156,hamilton
678,7011676,library,cycling,888.5,156,hamilton
677,7011676,primary_school,walking,1015.0,156,hamilton
676,7011676,hospital,walking,5408.5,156,hamilton
675,7011676,supermarket,cycling,563.5,156,hamilton
674,7011676,police_station,cycling,998.2,156,hamilton
673,7011676,police_station,walking,2678.5,156,hamilton
672,7011676,supermarket,walking,1524.2,156,hamilton
679,7011676,downtown,walking,4330.0,156,hamilton
697,7011677,hospital,walking,5465.5,120,hamilton
703,7011677,downtown,cycling,1568.4,120,hamilton
702,7011677,library,cycling,873.4,120,hamilton
701,7011677,supermarket,cycling,548.4,120,hamilton
700,7011677,clinic,walking,2669.6,120,hamilton
699,7011677,downtown,walking,4413.0,120,hamilton
698,7011677,fire_station,walking,3619.2,120,hamilton
695,7011677,primary_school,cycling,403.7,120,hamilton
693,7011677,clinic,cycling,950.6,120,hamilton
694,7011677,police_station,walking,2612.1,120,hamilton
696,7011677,fire_station,cycling,1201.1,120,hamilton
692,7011677,hospital,cycling,1930.4,120,hamilton
691,7011677,supermarket,walking,1475.3,120,hamilton
690,7011677,library,walking,2471.3,120,hamilton
689,7011677,primary_school,walking,1098.0,120,hamilton
688,7011677,police_station,cycling,983.1,120,hamilton
719,7011678,library,cycling,813.8,168,hamilton
718,7011678,hospital,cycling,1870.8,168,hamilton
717,7011678,clinic,cycling,891.0,168,hamilton
716,7011678,police_station,walking,2458.4,168,hamilton
715,7011678,downtown,walking,4387.2,168,hamilton
714,7011678,library,walking,2317.6,168,hamilton
713,7011678,police_station,cycling,923.5,168,hamilton
712,7011678,clinic,walking,2515.9,168,hamilton
710,7011678,downtown,cycling,1540.4,168,hamilton
709,7011678,primary_school,cycling,499.2,168,hamilton
708,7011678,primary_school,walking,1365.9,168,hamilton
707,7011678,supermarket,walking,1321.6,168,hamilton
706,7011678,fire_station,walking,3884.0,168,hamilton
705,7011678,fire_station,cycling,1261.1,168,hamilton
704,7011678,hospital,walking,5311.8,168,hamilton
711,7011678,supermarket,cycling,488.8,168,hamilton
729,7011679,clinic,walking,2362.7,180,hamilton
734,7011679,downtown,walking,4291.0,180,hamilton
733,7011679,primary_school,walking,1413.2,180,hamilton
732,7011679,police_station,walking,2305.2,180,hamilton
731,7011679,library,walking,2164.4,180,hamilton
730,7011679,downtown,cycling,1510.6,180,hamilton
735,7011679,library,cycling,751.5,180,hamilton
728,7011679,supermarket,cycling,459.0,180,hamilton
725,7011679,primary_school,cycling,532.6,180,hamilton
726,7011679,fire_station,cycling,1294.5,180,hamilton
724,7011679,police_station,cycling,861.2,180,hamilton
723,7011679,fire_station,walking,3920.3,180,hamilton
722,7011679,hospital,walking,5158.6,180,hamilton
721,7011679,clinic,cycling,828.7,180,hamilton
720,7011679,supermarket,walking,1225.4,180,hamilton
727,7011679,hospital,cycling,1808.5,180,hamilton
751,7011680,downtown,cycling,1588.7,159,hamilton
750,7011680,fire_station,walking,4117.3,159,hamilton
749,7011680,downtown,walking,4488.0,159,hamilton
748,7011680,clinic,walking,2559.7,159,hamilton
747,7011680,supermarket,cycling,537.1,159,hamilton
746,7011680,primary_school,cycling,631.6,159,hamilton
745,7011680,library,cycling,829.6,159,hamilton
744,7011680,hospital,walking,5355.6,159,hamilton
741,7011680,police_station,cycling,939.3,159,hamilton
742,7011680,police_station,walking,2502.2,159,hamilton
740,7011680,library,walking,2361.4,159,hamilton
739,7011680,supermarket,walking,1422.4,159,hamilton
738,7011680,fire_station,cycling,1390.3,159,hamilton
737,7011680,clinic,cycling,906.8,159,hamilton
736,7011680,primary_school,walking,1706.2,159,hamilton
743,7011680,hospital,cycling,1886.6,159,hamilton
763,7011681,clinic,walking,2016.1,258,hamilton
762,7011681,police_station,cycling,751.9,258,hamilton
764,7011681,police_station,walking,1958.6,258,hamilton
761,7011681,hospital,cycling,1699.2,258,hamilton
766,7011681,downtown,cycling,1416.9,258,hamilton
767,7011681,fire_station,walking,3965.5,258,hamilton
765,7011681,supermarket,cycling,383.1,258,hamilton
760,7011681,fire_station,cycling,1318.5,258,hamilton
752,7011681,primary_school,walking,1554.7,258,hamilton
758,7011681,downtown,walking,4025.8,258,hamilton
757,7011681,clinic,cycling,719.4,258,hamilton
756,7011681,supermarket,walking,970.3,258,hamilton
755,7011681,hospital,walking,4812.0,258,hamilton
754,7011681,primary_school,cycling,568.2,258,hamilton
753,7011681,library,cycling,642.2,258,hamilton
759,7011681,library,walking,1817.8,258,hamilton
783,7011682,police_station,cycling,773.6,198,hamilton
782,7011682,library,walking,1866.3,198,hamilton
781,7011682,hospital,walking,4860.5,198,hamilton
780,7011682,primary_school,walking,1605.5,198,hamilton
779,7011682,downtown,walking,4074.3,198,hamilton
778,7011682,clinic,walking,2064.6,198,hamilton
777,7011682,primary_school,cycling,597.5,198,hamilton
776,7011682,fire_station,walking,4016.3,198,hamilton
774,7011682,fire_station,cycling,1340.2,198,hamilton
773,7011682,hospital,cycling,1720.9,198,hamilton
772,7011682,clinic,cycling,741.1,198,hamilton
771,7011682,supermarket,cycling,404.8,198,hamilton
770,7011682,supermarket,walking,1018.8,198,hamilton
769,7011682,library,cycling,663.9,198,hamilton
768,7011682,downtown,cycling,1438.6,198,hamilton
775,7011682,police_station,walking,2007.1,198,hamilton
793,7011683,police_station,cycling,651.3,147,hamilton
799,7011683,library,walking,1417.0,147,hamilton
798,7011683,downtown,walking,3907.4,147,hamilton
797,7011683,clinic,cycling,713.6,147,hamilton
796,7011683,downtown,cycling,1411.1,147,hamilton
795,7011683,primary_school,cycling,647.7,147,hamilton
794,7011683,hospital,walking,4411.2,147,hamilton
792,7011683,clinic,walking,1615.3,147,hamilton
791,7011683,supermarket,walking,1186.8,147,hamilton
790,7011683,police_station,walking,1557.8,147,hamilton
789,7011683,fire_station,cycling,1390.4,147,hamilton
788,7011683,fire_station,walking,4064.7,147,hamilton
787,7011683,supermarket,cycling,455.0,147,hamilton
786,7011683,library,cycling,636.4,147,hamilton
785,7011683,hospital,cycling,1693.4,147,hamilton
784,7011683,primary_school,walking,1773.5,147,hamilton
815,7011684,fire_station,walking,3746.5,162,hamilton
814,7011684,supermarket,cycling,521.1,162,hamilton
813,7011684,clinic,walking,1297.1,162,hamilton
812,7011684,police_station,walking,1239.6,162,hamilton
811,7011684,fire_station,cycling,1351.5,162,hamilton
810,7011684,hospital,walking,4093.0,162,hamilton
809,7011684,library,walking,1098.8,162,hamilton
808,7011684,primary_school,cycling,651.4,162,hamilton
807,7011684,primary_school,walking,1739.4,162,hamilton
806,7011684,supermarket,walking,1314.8,162,hamilton
805,7011684,hospital,cycling,1477.1,162,hamilton
804,7011684,library,cycling,420.1,162,hamilton
803,7011684,downtown,walking,3589.2,162,hamilton
802,7011684,downtown,cycling,1284.7,162,hamilton
801,7011684,clinic,cycling,497.3,162,hamilton
800,7011684,police_station,cycling,529.8,162,hamilton
831,7011685,primary_school,cycling,741.9,177,hamilton
830,7011685,downtown,cycling,1385.7,177,hamilton
829,7011685,clinic,walking,1390.8,177,hamilton
828,7011685,library,cycling,531.6,177,hamilton
827,7011685,hospital,walking,4294.9,177,hamilton
826,7011685,fire_station,walking,3948.4,177,hamilton
825,7011685,police_station,walking,1300.8,177,hamilton
824,7011685,supermarket,walking,1327.0,177,hamilton
823,7011685,library,walking,1361.6,177,hamilton
822,7011685,hospital,cycling,1578.1,177,hamilton
821,7011685,supermarket,cycling,549.2,177,hamilton
820,7011685,clinic,cycling,582.7,177,hamilton
819,7011685,primary_school,walking,2021.8,177,hamilton
818,7011685,police_station,cycling,514.5,177,hamilton
817,7011685,downtown,walking,3791.1,177,hamilton
816,7011685,fire_station,cycling,1452.5,177,hamilton
847,7011686,library,walking,1122.0,174,hamilton
846,7011686,library,cycling,387.3,174,hamilton
845,7011686,downtown,cycling,1241.4,174,hamilton
844,7011686,clinic,cycling,438.4,174,hamilton
843,7011686,police_station,cycling,370.2,174,hamilton
842,7011686,hospital,walking,4055.3,174,hamilton
841,7011686,fire_station,cycling,1308.2,174,hamilton
840,7011686,supermarket,walking,1087.4,174,hamilton
839,7011686,supermarket,cycling,426.6,174,hamilton
838,7011686,police_station,walking,1061.2,174,hamilton
837,7011686,hospital,cycling,1433.8,174,hamilton
836,7011686,downtown,walking,3551.5,174,hamilton
835,7011686,primary_school,walking,1782.2,174,hamilton
834,7011686,primary_school,cycling,629.2,174,hamilton
833,7011686,fire_station,walking,3708.8,174,hamilton
832,7011686,clinic,walking,1151.2,174,hamilton
863,7011687,primary_school,walking,3261.0,180,hamilton
862,7011687,hospital,cycling,1981.1,180,hamilton
861,7011687,supermarket,cycling,273.2,180,hamilton
860,7011687,supermarket,walking,547.6,180,hamilton
859,7011687,downtown,cycling,2564.3,180,hamilton
858,7011687,police_station,cycling,942.5,180,hamilton
857,7011687,downtown,walking,7219.1,180,hamilton
855,7011687,clinic,walking,2602.8,180,hamilton
853,7011687,fire_station,cycling,1761.0,180,hamilton
854,7011687,fire_station,walking,4600.3,180,hamilton
852,7011687,hospital,walking,5772.9,180,hamilton
851,7011687,library,cycling,1527.8,180,hamilton
850,7011687,police_station,walking,2564.7,180,hamilton
849,7011687,primary_school,cycling,1313.1,180,hamilton
848,7011687,library,walking,4379.0,180,hamilton
856,7011687,clinic,cycling,940.6,180,hamilton
879,7011688,supermarket,walking,748.4,198,hamilton
878,7011688,hospital,walking,5866.2,198,hamilton
877,7011688,clinic,cycling,882.4,198,hamilton
876,7011688,hospital,cycling,2042.5,198,hamilton
875,7011688,downtown,walking,7048.3,198,hamilton
874,7011688,primary_school,cycling,1250.4,198,hamilton
873,7011688,supermarket,cycling,350.5,198,hamilton
872,7011688,police_station,cycling,879.8,198,hamilton
869,7011688,fire_station,cycling,1698.3,198,hamilton
870,7011688,clinic,walking,2435.7,198,hamilton
868,7011688,police_station,walking,2397.6,198,hamilton
867,7011688,primary_school,walking,3090.2,198,hamilton
866,7011688,library,cycling,1589.2,198,hamilton
865,7011688,fire_station,walking,4429.5,198,hamilton
864,7011688,downtown,cycling,2501.6,198,hamilton
871,7011688,library,walking,4425.2,198,hamilton
891,7011689,library,cycling,1617.4,165,hamilton
890,7011689,clinic,cycling,952.7,165,hamilton
892,7011689,police_station,cycling,950.1,165,hamilton
889,7011689,supermarket,cycling,362.8,165,hamilton
894,7011689,fire_station,walking,4621.0,165,hamilton
895,7011689,hospital,walking,6030.2,165,hamilton
893,7011689,downtown,walking,7239.8,165,hamilton
888,7011689,downtown,cycling,2571.9,165,hamilton
880,7011689,primary_school,walking,3281.7,165,hamilton
